,starting_time_stamp,coordinates_of_starting_location,coordinates_of_destination,estimate_travel_time_minutes
25238,2017-04-01 15:50:43, 116.419981 39.921566, 116.4242 39.918349,11.0
25239,2017-04-01 16:49:18, 116.423197 39.919118, 116.418037 39.919791,9.0
25240,2017-04-01 17:51:21, 116.417124 39.916261, 116.40255 39.90329,9.0
25241,2017-04-01 19:18:14, 116.400928 39.904341, 116.403052 39.906298,6.0
25242,2017-04-01 19:35:12, 116.402976 39.906112, 116.280411 39.913826,54.0
25243,2017-04-01 21:08:51, 116.293311 39.906686, 116.270855 39.906237,10.0
25244,2017-04-01 19:12:28, 116.453398 39.958748, 116.449637 39.914836,15.0
25245,2017-04-01 13:24:49, 116.344613 39.973672, 116.319812 39.836537,50.0
25246,2017-04-01 07:32:30, 116.646039 39.927936, 116.711884 39.937349,29.0
25247,2017-04-01 07:36:15, 116.249377 40.180569, 116.319811 40.084026,40.0
25248,2017-04-01 17:07:01, 116.481497 39.918903, 116.605957 39.930141,55.0
25249,2017-04-01 21:38:45, 116.649507 39.932812, 116.614396 39.932091,15.0
25250,2017-04-01 07:49:06, 116.31257 39.983071, 116.431025 39.993025,53.0
25251,2017-04-01 08:15:09, 116.413199 39.982961, 116.431025 39.993025,9.0
25252,2017-04-01 18:46:01, 116.498798 39.939921, 116.473464 39.939073,11.0
25253,2017-04-01 12:29:32, 116.403479 39.970071, 116.621641 40.058887,109.0
25254,2017-04-01 20:47:50, 116.342395 40.039235, 116.447927 39.916631,53.0
25255,2017-04-01 15:00:56, 116.369397 39.91285, 116.367862 39.916993,10.0
25256,2017-04-01 16:31:25, 116.359462 39.913182, 116.364471 39.913644,9.0
25257,2017-04-01 17:23:52, 116.434947 39.84973, 116.430062 39.843914,16.0
25258,2017-04-01 11:16:19, 116.309328 39.967355, 116.342081 39.957995,9.0
25259,2017-04-01 16:33:49, 116.30886 39.968523, 116.342081 39.957995,9.0
25260,2017-04-01 10:47:20, 116.481129 39.996719, 116.479322 39.99774,4.0
25261,2017-04-01 11:31:29, 116.474382 40.002211, 116.473968 40.004455,5.0
25262,2017-04-01 19:32:14, 116.4305 39.863633, 116.219645 39.769719,108.0
25263,2017-04-01 19:50:28, 116.435495 39.855699, 116.384794 39.871009,24.0
25264,2017-04-01 09:04:51, 116.342395 40.039235, 116.229842 40.038789,31.0
25265,2017-04-01 12:50:54, 116.37202 40.115874, 116.421899 40.065991,22.0
25266,2017-04-01 14:07:06, 116.423817 40.067315, 116.473451 39.956954,42.0
25267,2017-04-01 17:47:49, 116.310954 39.943614, 116.311762 39.949145,13.0
25268,2017-04-01 18:31:04, 116.311645 39.949318, 116.600868 40.085558,94.0
25269,2017-04-01 18:21:05, 116.321306 40.041169, 116.28446 40.02758,11.0
25270,2017-04-01 16:34:10, 116.280088 39.747612, 116.485839 39.910872,131.0
25271,2017-04-01 17:43:49, 116.290607 39.723697, 116.485839 39.910872,138.0
25272,2017-04-01 18:40:37, 116.34455 39.8082, 116.485839 39.910872,86.0
25273,2017-04-01 08:34:20, 116.38545 39.974163, 116.600868 40.085558,72.0
25274,2017-04-01 15:57:04, 116.436734 39.965385, 116.219421 39.962064,60.0
25275,2017-04-01 21:50:20, 116.43262 40.056927, 116.219421 39.962064,68.0
25276,2017-04-01 11:48:26, 116.439824 39.936844, 116.437105 39.938952,7.0
25277,2017-04-01 16:08:48, 116.439241 39.936851, 116.434745 39.939485,10.0
25278,2017-04-01 16:55:19, 116.380745 40.08548, 116.484334 40.180569,44.0
25279,2017-04-01 09:52:21, 116.55593 39.778942, 116.569355 39.794096,44.0
25280,2017-04-01 22:40:50, 116.544028 39.747937, 116.555894 39.761992,40.0
25281,2017-04-01 11:55:33, 116.424634 39.907821, 116.433653 39.909817,17.0
25282,2017-04-01 17:09:29, 116.363495 40.078772, 116.428551 39.863681,127.0
25283,2017-04-01 08:06:56, 116.334319 39.795133, 116.339195 39.801673,18.0
25284,2017-04-01 09:04:38, 116.36275 39.91983, 116.339622 39.903191,8.0
25285,2017-04-01 21:16:38, 116.464025 39.962447, 116.560592 39.916412,31.0
25286,2017-04-01 10:45:09, 116.466208 39.871435, 116.448376 39.884354,10.0
25287,2017-04-01 11:27:46, 116.439869 39.87185, 116.448376 39.884354,8.0
25288,2017-04-01 11:38:41, 116.44031 39.871282, 116.454701 39.838954,19.0
25289,2017-04-01 11:54:43, 116.446319 39.880488, 116.448376 39.884354,2.0
25290,2017-04-01 13:09:20, 116.430509 39.870576, 116.454701 39.838954,21.0
25291,2017-04-01 13:20:00, 116.434947 39.849772, 116.475765 39.849457,18.0
25292,2017-04-01 07:45:27, 116.370053 39.882377, 116.360807 39.948051,38.0
25293,2017-04-01 09:13:57, 116.370053 39.882377, 116.314149 39.936385,24.0
25294,2017-04-01 09:34:11, 116.369981 39.882426, 116.316176 39.997741,70.0
25295,2017-04-01 10:37:22, 116.32256 39.997796, 116.316176 39.997741,11.0
25296,2017-04-01 12:32:34, 116.322533 39.992421, 116.321481 39.990262,5.0
25297,2017-04-01 12:43:40, 116.318975 39.989311, 116.321481 39.990262,5.0
25298,2017-04-01 13:22:56, 116.31938 39.989968, 116.345916 39.944319,28.0
25299,2017-04-01 17:48:19, 116.370026 39.882294, 116.360227 39.884142,18.0
25300,2017-04-01 11:52:26, 116.489789 39.920339, 116.384794 39.871009,54.0
25301,2017-04-01 13:28:06, 116.501098 39.922189, 116.461044 39.941339,20.0
25302,2017-04-01 13:05:34, 116.329782 39.792824, 116.380869 39.70851,53.0
25303,2017-04-01 10:28:06, 116.274285 40.167342, 116.275586 40.180569,32.0
25304,2017-04-01 11:46:38, 116.473439 39.964666, 116.433587 39.911171,35.0
25305,2017-04-01 07:51:11, 116.697009 39.929534, 116.31193 39.924898,107.0
25306,2017-04-01 18:05:39, 116.43414 39.867541, 116.438524 39.867793,8.0
25307,2017-04-01 18:04:10, 116.440678 39.870756, 116.420132 39.868023,38.0
25308,2017-04-01 09:03:49, 116.6728 39.887907, 116.568818 39.852605,31.0
25309,2017-04-01 13:31:51, 116.374356 40.016234, 116.381737 39.917264,35.0
25310,2017-04-01 18:22:46, 116.334956 39.90194, 116.423035 39.913021,24.0
25311,2017-04-01 08:36:46, 116.349446 40.020683, 116.287535 39.997672,19.0
25312,2017-04-01 19:27:13, 116.371356 40.006467, 116.287535 39.997672,23.0
25313,2017-04-01 16:40:17, 116.356489 40.042166, 116.36374 40.050199,23.0
25314,2017-04-01 17:08:11, 116.364744 40.050203, 116.350191 40.065707,6.0
25315,2017-04-01 17:52:43, 116.340377 40.064173, 116.300692 40.111567,20.0
25316,2017-04-01 11:02:45, 116.47007 39.926366, 116.472199 39.935771,23.0
25317,2017-04-01 15:26:58, 116.417807 39.921691, 116.396123 39.913486,44.0
25318,2017-04-01 16:50:28, 116.403857 39.915291, 116.403438 39.924455,22.0
25319,2017-04-01 19:25:41, 116.414843 39.922092, 116.328379 39.901099,40.0
25320,2017-04-01 19:35:34, 116.413217 39.921739, 116.328379 39.901099,39.0
25321,2017-04-01 19:49:09, 116.398143 39.916074, 116.328379 39.901099,32.0
25322,2017-04-01 20:11:34, 116.330833 39.912982, 116.328379 39.901099,6.0
25323,2017-04-01 21:30:57, 116.344595 39.913016, 116.414325 39.921894,31.0
25324,2017-04-01 22:19:16, 116.398305 39.915188, 116.414517 39.921903,8.0
25325,2017-04-01 22:34:59, 116.398017 39.91938, 116.414517 39.921903,7.0
25326,2017-04-01 07:13:50, 116.458949 39.92129, 116.366713 39.823489,43.0
25327,2017-04-01 08:14:39, 116.483545 39.92528, 116.489482 40.00348,28.0
25328,2017-04-01 08:32:55, 116.489132 39.990431, 116.489482 40.00348,31.0
25329,2017-04-01 09:04:08, 116.488441 39.996912, 116.489482 40.00348,15.0
25330,2017-04-01 13:23:13, 116.487866 39.979533, 116.488106 39.979408,0.0
25331,2017-04-01 11:23:10, 116.697099 39.99383, 116.697512 39.992124,4.0
25332,2017-04-01 13:41:40, 116.301458 40.100768, 116.2966 40.102315,2.0
25333,2017-04-01 17:28:00, 116.596669 40.053227, 116.43703 39.947257,58.0
25334,2017-04-01 20:56:15, 116.434992 39.947202, 116.595329 40.05329,58.0
25335,2017-04-01 12:10:14, 116.687667 39.908153, 116.42237 40.039239,140.0
25336,2017-04-01 10:49:27, 116.610197 40.004671, 116.445951 39.945585,50.0
25337,2017-04-01 16:00:24, 116.615892 39.953529, 116.470306 39.837187,58.0
25338,2017-04-01 19:10:10, 116.43103 39.975359, 116.442898 39.977822,5.0
25339,2017-04-01 15:21:30, 116.445951 39.930295, 116.411424 40.026777,36.0
25340,2017-04-01 11:38:35, 116.443454 39.905434, 116.311394 39.886447,59.0
25341,2017-04-01 14:54:50, 116.343589 39.826558, 116.097752 39.754485,73.0
25342,2017-04-01 18:16:22, 116.378578 39.952485, 116.379242 39.949746,6.0
25343,2017-04-01 12:10:36, 116.43925 39.927217, 116.440128 39.928154,2.0
25344,2017-04-01 14:33:48, 116.340607 39.771005, 116.360444 39.845257,43.0
25345,2017-04-01 10:41:07, 116.353785 39.719181, 116.421917 39.979597,95.0
25346,2017-04-01 20:16:11, 116.642877 39.894689, 116.711884 39.871067,33.0
25347,2017-04-01 06:28:07, 116.519863 40.018334, 116.59459 40.086799,32.0
25348,2017-04-01 10:09:01, 116.309804 40.156493, 116.451021 39.863107,113.0
25349,2017-04-01 10:37:59, 116.309876 40.156031, 116.451021 39.863107,113.0
25350,2017-04-01 10:58:00, 116.29553 40.154666, 116.451021 39.863107,182.0
25351,2017-04-01 12:32:10, 116.466504 39.87221, 116.451021 39.863107,36.0
25352,2017-04-01 15:40:54, 116.465938 39.8714, 116.45952 39.882099,28.0
25353,2017-04-01 17:10:22, 116.319937 39.985179, 116.441124 39.949442,57.0
25354,2017-04-01 18:28:18, 116.322775 39.984405, 116.441124 39.949442,56.0
25355,2017-04-01 11:50:11, 116.456731 39.915825, 116.452258 39.914807,8.0
25356,2017-04-01 18:39:16, 116.295423 39.826999, 116.384794 39.871009,47.0
25357,2017-04-01 10:51:57, 116.672414 39.917139, 116.662516 40.180569,95.0
25358,2017-04-01 14:43:37, 116.235896 39.936125, 116.2359 39.936201,0.0
25359,2017-04-01 15:13:06, 116.281399 39.938061, 116.321706 39.930118,11.0
25360,2017-04-01 15:26:51, 116.29561 39.963608, 116.321706 39.930118,14.0
25361,2017-04-01 07:13:36, 116.360853 40.180569, 116.402545 39.944153,138.0
25362,2017-04-01 08:05:27, 116.32017 40.109874, 116.411396 39.945571,103.0
25363,2017-04-01 09:07:14, 116.411582 39.9399, 116.411396 39.945571,13.0
25364,2017-04-01 09:18:38, 116.409525 39.944409, 116.411396 39.945571,4.0
25365,2017-04-01 18:40:31, 116.366882 40.076798, 116.402545 39.944153,78.0
25366,2017-04-01 19:39:11, 116.306132 40.180569, 116.4242 39.918349,100.0
25367,2017-04-01 18:14:22, 116.457548 39.877505, 116.147539 39.742406,158.0
25368,2017-04-01 08:37:36, 116.67792 39.884094, 116.401561 39.857972,123.0
25369,2017-04-01 09:25:28, 116.685215 39.881796, 116.401561 39.857972,127.0
25370,2017-04-01 10:03:18, 116.484686 39.914462, 116.32758 39.900762,70.0
25371,2017-04-01 08:29:51, 116.375353 39.946815, 116.401561 39.857972,52.0
25372,2017-04-01 08:46:01, 116.379827 39.922714, 116.401561 39.857972,38.0
25373,2017-04-01 14:07:46, 116.466971 39.966518, 116.433587 39.911171,35.0
25374,2017-04-01 20:52:52, 116.380745 40.08548, 116.548189 40.105069,47.0
25375,2017-04-01 22:32:32, 116.369757 40.086963, 116.433734 39.909779,106.0
25376,2017-04-01 18:13:28, 116.542851 39.800412, 116.432719 39.957476,64.0
25377,2017-04-01 16:21:12, 116.647823 39.921774, 116.490354 39.905373,44.0
25378,2017-04-01 17:33:39, 116.463603 39.964251, 116.461474 39.942438,12.0
25379,2017-04-01 18:51:26, 116.463827 39.964168, 116.461474 39.942438,12.0
25380,2017-04-01 19:45:37, 116.461923 39.939783, 116.453739 39.93923,15.0
25381,2017-04-01 17:23:10, 116.508958 40.026139, 116.508435 39.902254,44.0
25382,2017-04-01 09:51:48, 116.353991 39.801701, 116.346592 39.686053,41.0
25383,2017-04-01 21:18:17, 116.316694 39.986976, 116.381505 40.114781,49.0
25384,2017-04-01 18:34:32, 116.459623 39.93878, 116.46703 39.87204,38.0
25385,2017-04-01 19:07:28, 116.470259 39.896467, 116.46703 39.87204,14.0
25386,2017-04-01 18:35:45, 116.399787 39.99913, 116.406138 39.990549,23.0
25387,2017-04-01 20:49:16, 116.326485 39.975905, 116.322918 39.973323,9.0
25388,2017-04-01 12:59:41, 116.530679 40.149352, 116.447759 40.032954,48.0
25389,2017-04-01 11:17:22, 116.368274 39.897692, 116.591281 40.069321,87.0
25390,2017-04-01 19:14:26, 116.550927 39.905213, 116.422525 39.916058,57.0
25391,2017-04-01 22:56:37, 116.315053 40.06149, 116.320168 40.074289,32.0
25392,2017-04-01 18:09:47, 116.386393 39.870521, 116.344027 39.998407,47.0
25393,2017-04-01 19:27:46, 116.374634 39.982864, 116.371141 39.981823,6.0
25394,2017-04-01 21:36:59, 116.358806 40.010052, 116.358601 40.010732,1.0
25395,2017-04-01 22:41:18, 116.358231 40.010743, 116.344027 39.998407,5.0
25396,2017-04-01 22:33:29, 116.403857 39.915291, 116.097752 39.736852,106.0
25397,2017-04-01 07:33:56, 116.249527 39.908824, 116.326968 39.937574,23.0
25398,2017-04-01 09:51:45, 116.520537 39.937432, 116.460801 39.921412,28.0
25399,2017-04-01 13:25:49, 116.523106 39.929126, 116.460801 39.921412,28.0
25400,2017-04-01 15:26:38, 116.468058 39.921781, 116.586331 39.930634,52.0
25401,2017-04-01 15:17:07, 116.59512 39.901577, 116.704609 39.912435,30.0
25402,2017-04-01 15:16:46, 116.674291 39.891845, 116.704609 39.912435,11.0
25403,2017-04-01 16:44:11, 116.097752 39.688648, 116.129635 39.729154,17.0
25404,2017-04-01 14:44:21, 116.20993 39.924485, 116.333478 39.793872,58.0
25405,2017-04-01 12:07:57, 116.265939 39.906188, 116.398324 40.180569,169.0
25406,2017-04-01 12:40:13, 116.51327 39.770554, 116.557708 39.745478,15.0
25407,2017-04-01 23:06:18, 116.414357 39.978593, 116.414304 39.978911,0.0
25408,2017-04-01 00:41:09, 116.303426 39.97437, 116.414437 40.026034,57.0
25409,2017-04-01 14:26:29, 116.522729 39.927584, 116.384794 39.871009,69.0
25410,2017-04-01 15:15:40, 116.480455 39.896744, 116.384794 39.871009,45.0
25411,2017-04-01 11:09:40, 116.567779 39.815177, 116.294814 39.928877,86.0
25412,2017-04-01 18:01:16, 116.42184 39.899332, 116.366671 39.893668,15.0
25413,2017-04-01 18:28:05, 116.370781 39.876861, 116.333478 39.793872,31.0
25414,2017-04-01 11:29:40, 116.4744 39.885692, 116.546329 39.917954,23.0
25415,2017-04-01 06:02:14, 116.467699 39.900307, 116.482931 39.902582,28.0
25416,2017-04-01 06:53:01, 116.469217 39.899041, 116.482931 39.902582,26.0
25417,2017-04-01 18:04:48, 116.487066 39.995116, 116.679661 39.940086,57.0
25418,2017-04-01 11:35:42, 116.509147 39.938047, 116.509081 39.918233,7.0
25419,2017-04-01 08:37:26, 116.641395 39.933255, 116.489988 39.993566,75.0
25420,2017-04-01 09:15:34, 116.664527 39.909959, 116.489988 39.993566,91.0
25421,2017-04-01 09:26:20, 116.661841 39.896467, 116.489988 39.993566,94.0
25422,2017-04-01 11:46:33, 116.642168 39.883249, 116.641789 39.882925,1.0
25423,2017-04-01 22:15:26, 116.622252 39.991433, 116.642212 39.996318,38.0
25424,2017-04-01 11:59:58, 116.387552 39.996055, 116.323509 39.988898,28.0
25425,2017-04-01 16:07:46, 116.425541 39.917741, 116.37759 40.121154,74.0
25426,2017-04-01 16:18:10, 116.424095 39.925709, 116.37759 40.121154,71.0
25427,2017-04-01 16:55:13, 116.423951 39.98956, 116.37759 40.121154,49.0
25428,2017-04-01 20:57:31, 116.37556 40.116426, 116.206568 40.180569,52.0
25429,2017-04-01 21:22:52, 116.375533 40.11633, 116.521053 40.001782,57.0
25430,2017-04-01 12:49:30, 116.498978 39.979968, 116.338226 39.963274,45.0
25431,2017-04-01 15:30:44, 116.338307 39.963159, 116.343811 39.975275,30.0
25432,2017-04-01 17:29:11, 116.401772 39.974896, 116.523866 39.923281,38.0
25433,2017-04-01 19:42:29, 116.320269 40.085196, 116.414437 40.026034,54.0
25434,2017-04-01 20:01:53, 116.319739 40.086949, 116.380245 39.873905,126.0
25435,2017-04-01 20:11:02, 116.319811 40.087984, 116.380245 39.873905,126.0
25436,2017-04-01 21:34:20, 116.409111 39.950521, 116.457126 39.9111,31.0
25437,2017-04-01 08:04:45, 116.444837 39.851829, 116.435951 39.853678,17.0
25438,2017-04-01 10:45:40, 116.356228 39.992172, 116.468361 39.939336,36.0
25439,2017-04-01 17:31:20, 116.605697 39.918426, 116.613932 40.070228,87.0
25440,2017-04-01 17:45:03, 116.311627 39.993298, 116.327788 39.902462,33.0
25441,2017-04-01 18:16:51, 116.323028 39.98912, 116.329994 39.899297,52.0
25442,2017-04-01 11:01:22, 116.476709 39.898543, 116.425452 39.876491,26.0
25443,2017-04-01 11:21:37, 116.426143 39.875996, 116.425452 39.876491,1.0
25444,2017-04-01 14:37:33, 116.699416 39.921045, 116.429009 40.076482,93.0
25445,2017-04-01 21:05:15, 116.709639 39.873381, 116.689507 39.892865,8.0
25446,2017-04-01 16:28:09, 116.394747 39.950376, 116.400202 39.945909,14.0
25447,2017-04-01 18:07:42, 116.427679 39.9464, 116.427668 39.946006,0.0
25448,2017-04-01 00:19:45, 116.570752 39.938746, 116.594452 39.919816,9.0
25449,2017-04-01 00:34:39, 116.591072 39.919699, 116.432595 39.873057,47.0
25450,2017-04-01 17:57:28, 116.288208 39.727887, 116.406464 39.946944,85.0
25451,2017-04-01 10:17:55, 116.587182 40.050134, 116.401873 39.905909,73.0
25452,2017-04-01 18:39:32, 116.408177 39.996145, 116.309597 40.003772,27.0
25453,2017-04-01 14:27:05, 116.362516 39.969062, 116.436833 39.979321,21.0
25454,2017-04-01 09:56:53, 116.385719 39.869593, 116.405207 39.867269,36.0
25455,2017-04-01 11:03:23, 116.433896 39.943406, 116.433915 39.930174,31.0
25456,2017-04-01 09:01:23, 116.376763 39.971778, 116.327613 39.895651,49.0
25457,2017-04-01 18:09:24, 116.326854 39.896488, 116.33051 39.888917,19.0
25458,2017-04-01 10:51:26, 116.430464 39.995578, 116.480295 40.014051,24.0
25459,2017-04-01 20:26:43, 116.486581 39.98777, 116.344027 39.998407,39.0
25460,2017-04-01 21:12:30, 116.55611 40.033162, 116.579496 40.009379,17.0
25461,2017-04-01 14:56:36, 116.537785 39.858399, 116.405374 39.865038,246.0
25462,2017-04-01 16:14:50, 116.327824 39.890952, 116.262347 39.925211,22.0
25463,2017-04-01 12:24:51, 116.301009 39.980376, 116.261456 39.981364,17.0
25464,2017-04-01 16:45:09, 116.285585 39.978123, 116.431355 40.070854,84.0
25465,2017-04-01 16:55:45, 116.309938 39.981413, 116.431355 40.070854,74.0
25466,2017-04-01 21:03:31, 116.451673 40.08984, 116.216945 40.008991,114.0
25467,2017-04-01 18:53:47, 116.331803 39.950113, 116.330003 39.971322,7.0
25468,2017-04-01 18:46:21, 116.284939 39.88671, 116.334414 39.973465,34.0
25469,2017-04-01 14:56:08, 116.423637 40.050527, 116.309898 39.918348,57.0
25470,2017-04-01 16:04:45, 116.435777 40.033771, 116.385037 39.870438,60.0
25471,2017-04-01 15:54:38, 116.408411 39.994818, 116.309898 39.918348,38.0
25472,2017-04-01 13:25:11, 116.457916 39.913999, 116.328165 39.917333,36.0
25473,2017-04-01 19:58:20, 116.549202 39.754698, 116.403138 39.92979,120.0
25474,2017-04-01 20:40:55, 116.375239 39.931991, 116.382632 39.916428,5.0
25475,2017-04-01 22:02:58, 116.504718 39.941118, 116.646683 39.952895,39.0
25476,2017-04-01 12:28:26, 116.45444 39.972331, 116.376815 39.988852,35.0
25477,2017-04-01 13:00:51, 116.376072 39.988123, 116.376815 39.988852,2.0
25478,2017-04-01 13:10:26, 116.376835 39.989933, 116.366981 39.987522,4.0
25479,2017-04-01 14:38:57, 116.364609 39.987487, 116.361512 39.987478,5.0
25480,2017-04-01 15:40:01, 116.362013 39.987252, 116.376815 39.988852,6.0
25481,2017-04-01 16:07:03, 116.367304 39.987598, 116.376815 39.988852,4.0
25482,2017-04-01 12:02:24, 116.327788 39.892827, 116.437031 40.029416,58.0
25483,2017-04-01 16:55:47, 116.436842 40.031753, 116.437622 39.946294,30.0
25484,2017-04-01 16:04:17, 116.355878 39.962516, 116.315957 39.933876,24.0
25485,2017-04-01 13:39:36, 116.422155 40.081739, 116.423905 40.00236,45.0
25486,2017-04-01 14:24:25, 116.419047 40.081132, 116.423905 40.00236,45.0
25487,2017-04-01 14:44:55, 116.424535 40.009327, 116.423905 40.00236,16.0
25488,2017-04-01 15:07:52, 116.424239 40.001513, 116.423905 40.00236,2.0
25489,2017-04-01 15:20:45, 116.428137 40.000595, 116.423905 40.00236,8.0
25490,2017-04-01 15:40:40, 116.424383 40.007261, 116.429009 40.076482,40.0
25491,2017-04-01 10:25:26, 116.283573 39.935177, 116.457477 40.124951,84.0
25492,2017-04-01 11:43:17, 116.283591 39.935212, 116.433587 39.911171,68.0
25493,2017-04-01 22:01:24, 116.34473 40.096229, 116.384092 39.907925,110.0
25494,2017-04-01 12:38:35, 116.267493 39.923959, 116.335881 39.78256,54.0
25495,2017-04-01 22:40:14, 116.27088 39.906299, 116.240289 39.92566,17.0
25496,2017-04-01 14:14:26, 116.39667 39.937072, 116.473533 39.994633,29.0
25497,2017-04-01 18:40:55, 116.332971 40.01897, 116.352856 40.021218,5.0
25498,2017-04-01 23:11:00, 116.380745 40.08548, 116.372652 40.093448,24.0
25499,2017-04-01 14:53:09, 116.49763 39.994051, 116.501812 39.98975,12.0
25500,2017-04-01 20:51:43, 116.497909 39.99439, 116.441824 39.940168,25.0
25501,2017-04-01 08:54:45, 116.333788 39.741134, 116.559542 39.823839,69.0
25502,2017-04-01 21:24:51, 116.554331 39.797273, 116.543502 39.8151,7.0
25503,2017-04-01 05:10:57, 116.56883 39.904424, 116.416577 39.861014,45.0
25504,2017-04-01 13:52:02, 116.354009 39.960732, 116.381422 39.913107,30.0
25505,2017-04-01 16:14:22, 116.424418 39.852424, 116.691794 39.838692,74.0
25506,2017-04-01 08:27:28, 116.36257 39.951109, 116.509915 39.816853,63.0
25507,2017-04-01 07:33:00, 116.385728 39.990762, 116.376929 39.967909,8.0
25508,2017-04-01 17:50:53, 116.382414 39.849627, 116.384512 39.842693,17.0
25509,2017-04-01 08:54:22, 116.335684 39.997119, 116.410323 39.949675,179.0
